id_operacion;fecha;cod_vendedor;cod_cliente;cod_producto;cantidad;precio_unitario;descuento_pct;canal;estado
OP-10169;2026-06-18;VEN-03;CLI-1002;PRD-118;5;8.450,00;;WhatsApp;Entregado
OP-10190;18/06/2026;VEN-03;CLI-1019;PRD-118;4;8.450,00;0;WhatsApp;Entregado
OP-10209;18/06/2026;VEN-03;CLI-1007;prd-118;3;8.450,00;0;WhatsApp;pendiente
OP-10232;18/06/2026;VEN-01;CLI-1002;PRD-091;18;4.980,00;2;Telefónico;Entregado
OP-10250;18/06/2026;VEN-04;CLI-1036;PRD-330;5;6.700,00;0;Preventa;Entregado
OP-10252;18/06/2026;VEN-07;CLI-1036;PRD-118;7;8.450,00;0;Telefónico;Entregado
OP-10256;18/06/2026;VEN-05;CLI-1008;PRD-204;2;12.300,00;0;Telefónico;Entregado
OP-10267;18/06/2026;VEN-05;CLI-1008;PRD-204;3;12.300,00;0;Preventa;Entregado
OP-10292;18/06/2026;VEN-05;CLI-1015;PRD-412;5;9.900,00;0;Preventa;Entregado
OP-10293;18/06/2026;VEN-04;CLI-1021;PRD-118;8;8.450,00;0;Preventa;Pendiente
OP-10297;18/06/2026;VEN-06;CLI-1050;PRD-091;6;4.980,00;0;E-commerce;Entregado
OP-10315;18/06/2026;VEN-07;CLI-1021;PRD-330;10;6.700,00;3;Telefónico;Entregado
OP-10325;18/06/2026;VEN-06;CLI-1050;PRD-091;7;4.980,00;0;Preventa;Entregado
OP-10326;18/06/2026;VEN-02;CLI-1013;PRD-330;9;6.700,00;0;WhatsApp;ENTREGADO
OP-10336;18/06/2026;VEN-04;CLI-1021;PRD-412 ;11;9.900,00;8;Preventa;Entregado
OP-10346;18/06/2026;VEN-02;CLI-1013;prd-204;2;12.300,00;0;Preventa;Pendiente
OP-10349;18/06/2026;VEN-05;CLI-1027;PRD-118;1;8.450,00;0;Preventa;entregado
OP-10370;18/06/2026;VEN-01;CLI-1032;PRD-330;15;6.700,00;3;Preventa;Entregado
OP-10374;18/06/2026;VEN-04;CLI-1036;PRD-204;10;12.300,00;3;Telefónico;Entregado
OP-10381;18/06/2026;VEN-02;CLI-1013;PRD-118;3;8.450,00;0;WhatsApp;Entregado
OP-10383;18/06/2026;VEN-06;CLI-1050;PRD-330;7;6.700,00;0;E-commerce;Entregado
OP-10392;18/06/2026;VEN-05;CLI-1027;PRD-118;57;8.450,00;10;Telefónico;Entregado
OP-10394;18/06/2026;VEN-06;CLI-1050;PRD-118;3;8.450,00;0;E-commerce;pendiente
OP-10425;18/06/2026;VEN-05;CLI-1008;PRD-091;38;4.980,00;4;Preventa;Pendiente
OP-10078;19/06/2026;VEN-05;CLI-1015;PRD-204;1;12.300,00;0;WhatsApp;ENTREGADO
OP-10105;19/06/2026;VEN-05;CLI-1008;PRD-412;7;9.900,00;0;WhatsApp;ENTREGADO
OP-10113;19/06/2026;VEN-07;CLI-1002;PRD-412;1;9.900,00;0;Preventa;Entregado
OP-10140;19/06/2026;VEN-01;CLI-1019;PRD-118;6;8.450,00;0;WhatsApp;Entregado
OP-10191;19/06/2026;VEN-04;CLI-1036;PRD-091;1;4.980,00;;WhatsApp;Entregado
OP-10213;19/06/2026;VEN-02;CLI-1013;PRD-118;3;8.450,00;0;Preventa;entregado
OP-10242;19/06/2026;VEN-04;CLI-1036;PRD-118;3;8.450,00;0;WhatsApp;Entreg.
OP-10301;19/06/2026;VEN-01;CLI-1019;PRD-330;2;6.700,00;0;Preventa;Entregado
OP-10311;19/06/2026;VEN-05;CLI-1008;PRD-412;4;9.900,00;0;Preventa;Entregado
OP-10317;19/06/2026;VEN-05;CLI-1027;PRD-118;9;8.450,00;;Telefónico;Anulado
OP-10368;19/06/2026;VEN-05;CLI-1027;PRD-118;33;8.450,00;6;WhatsApp;Entregado
OP-10423;19/06/2026;VEN-05;CLI-1008;PRD-091;5;4.980,00;0;Preventa;Entregado
OP-10040;22/06/2026;VEN-01;CLI-1002;PRD-091;11;4.980,00;1;Preventa;Entregado
OP-10077;22/06/2026;VEN-03;CLI-1032;PRD-330;5;6.700,00;0;Telefónico;ENTREGADO
OP-10129;22/06/2026;VEN-06;CLI-1050;PRD-330;2;6.700,00;0;Telefónico;Entregado
OP-10153;22/06/2026;VEN-05;CLI-1008;PRD-118;5;8.450,00;0;WhatsApp;ENTREGADO
OP-10156;22/06/2026;VEN-02;CLI-1013;PRD-412;1;9.900,00;;WhatsApp;Pendiente
OP-10174;22/06/2026;VEN-04;CLI-1036;PRD-118;7;8.450,00;0;Telefónico;Entregado
OP-10178;22/06/2026;VEN-06;CLI-1050;PRD-204;4;12.300,00;0;WhatsApp;Entregado
OP-10188;22/06/2026;VEN-03;CLI-1002;PRD-118;4;8.450,00;0;Preventa;Entregado
OP-10201;22/06/2026;VEN-05;CLI-1008;PRD-118;8;8.450,00;0;Preventa;Anulado
OP-10208;22/06/2026;VEN-07;CLI-1036;PRD-091;5;4.980,00;;Preventa;Entregado
OP-10212;22/06/2026;VEN-05;CLI-1027;PRD-091;1;4.980,00;0;Preventa;Entregado
OP-10214;22/06/2026;VEN-06;CLI-1050;PRD-091;8;4.980,00;0;E-commerce;Entregado
OP-10218;22/06/2026;VEN-03;CLI-1019;PRD-118;3;8.450,00;0;WhatsApp;Entregado
OP-10241;22/06/2026;VEN-03;CLI-1032;PRD-091;7;4.980,00;;Preventa;Entregado
OP-10310;22/06/2026;VEN-05;CLI-1027;PRD-118;5;8.450,00;0;Telefónico;Entregado
OP-10335;22/06/2026;VEN-01;CLI-1002;PRD-118;10;8.450,00;3;Telefónico;Entregado
OP-10347;22/06/2026;VEN-03;CLI-1019;PRD-091;10;4.980,00;3;Telefónico;Entregado
OP-10353;22/06/2026;VEN-05;CLI-1008;PRD-204;1;12.300,00;0;Preventa;Entregado
OP-10387;22/06/2026;VEN-04;CLI-1036;PRD-412;1;9.900,00;0;Preventa;Entregado
OP-10397;22/06/2026;VEN-03;CLI-1019;PRD-412;1;9.900,00;0;Preventa;Entregado
OP-10413;2026-06-22;VEN-05;CLI-1015;PRD-091;10;4.980,00;3;Preventa;Entregado
OP-10108;23/06/2026;VEN-05;CLI-1015;PRD-091;2;4.980,00;0;Preventa;Entregado
OP-10109;23/06/2026;VEN-02;CLI-1013;PRD-091;5;4.980,00;0;Preventa;Entregado
OP-10323;23/06/2026;VEN-04;CLI-1036;PRD-204 ;1;12.300,00;0;Preventa;Entregado
OP-10345;23/06/2026;VEN-05;CLI-1027;PRD-118;11;8.450,00;;Preventa;Entregado
OP-10355;23/06/2026;VEN-07;CLI-1032;PRD-091;11;4.980,00;3;Telefónico;Entreg.
OP-10412;23/06/2026;VEN-05;CLI-1015;PRD-204;1;12.300,00;0;Telefónico;Entregado
OP-10044;24/06/2026;VEN-01;CLI-1002;PRD-330;12;6.700,00;3;Preventa;Pendiente
OP-10064;2026-06-24;VEN-02;CLI-1013;PRD-330;3;6.700,00;0;WhatsApp;Entregado
OP-10074;24/06/2026;VEN-05;CLI-1027;PRD-330;3;6.700,00;0;Preventa;Pendiente
OP-10111;24/06/2026;VEN-05;CLI-1027;PRD-091;6;4.980,00;;WhatsApp;Entregado
OP-10131;24/06/2026;VEN-05;CLI-1008;PRD-091;2;4.980,00;0;Preventa;Entregado
OP-10146;24/06/2026;VEN-02;CLI-1013;PRD-091;17;4.980,00;3;Telefónico;Entregado
OP-10165;2026-06-24;VEN-03;CLI-1044;PRD-091;5;4.980,00;0;Preventa;Entregado
OP-10221;24/06/2026;VEN-01;CLI-1002;PRD-091;3;4.980,00;0;Preventa;entregado
OP-10249;24/06/2026;VEN-05;CLI-1008;PRD-118;7;8.450,00;0;Preventa;ENTREGADO
OP-10258;24/06/2026;VEN-01;CLI-1002;PRD-412;5;9.900,00;0;Telefónico;pendiente
OP-10352;24/06/2026;VEN-03;CLI-1032;PRD-204 ;9;12.300,00;0;Preventa;Entregado
OP-10384;24/06/2026;VEN-01;CLI-1019;PRD-118;2;8.450,00;;Preventa;Entregado
OP-10410;24/06/2026;VEN-07;CLI-1036;PRD-204;11;12.300,00;;Telefónico;Entregado
OP-10045;25/06/2026;VEN-03;CLI-1002;PRD-091;19;0;3;WhatsApp;Anulado
OP-10066;2026-06-25;VEN-03;CLI-1015;PRD-091;9;4.980,00;0;WhatsApp;Entregado
OP-10082;25/06/2026;VEN-07;CLI-1032;PRD-091;5;4.980,00;0;WhatsApp;Entreg.
OP-10085;25/06/2026;VEN-04;CLI-1021;PRD-118;15;8.450,00;2;Preventa;Pendiente
OP-10098;25/06/2026;VEN-02;CLI-1013;PRD-204;5;12.300,00;0;Preventa;entregado
OP-10127;25/06/2026;VEN-04;CLI-1021;PRD-412;11;9.900,00;;WhatsApp;Entregado
OP-10133;2026-06-25;VEN-03;CLI-1008;PRD-118;12;8.450,00;;Telefónico;Entregado
OP-10172;25/06/2026;VEN-01;CLI-1019;PRD-204;10;12.300,00;;Telefónico;Entregado
OP-10186;25/06/2026;VEN-07;CLI-1027;PRD-091;6;4.980,00;0;Telefónico;Pendiente
OP-10229;25/06/2026;VEN-05;CLI-1008;PRD-118;3;8.450,00;;Preventa;Anulado
OP-10260;2026-06-25;VEN-03;CLI-1032;PRD-118;6;8.450,00;;Preventa;Entregado
OP-10275;2026-06-25;VEN-04;CLI-1021;PRD-330;9;6.700,00;7;Preventa;Entregado
OP-10291;2026-06-25;VEN-05;CLI-1027;PRD-118;11;8.450,00;3;Preventa;Entregado
OP-10306;25/06/2026;VEN-01;CLI-1019;PRD-118;11;8.450,00;1;WhatsApp;Entregado
OP-10313;25/06/2026;VEN-06;CLI-1050;PRD-330;2;6.700,00;0;Preventa;Entregado
OP-10329;25/06/2026;VEN-04;CLI-1036;PRD-091;1;4.980,00;0;Telefónico;Entregado
OP-10342;25/06/2026;VEN-01;CLI-1032;PRD-091;17;4.980,00;3;Preventa;Entreg.
OP-10344;25/06/2026;VEN-05;CLI-1008;PRD-204;2;12.300,00;0;Telefónico;Entregado
OP-10419;25/06/2026;VEN-04;CLI-1036;PRD-412;5;9.900,00;0;Telefónico;Pendiente
OP-10076;26/06/2026;VEN-03;CLI-1032;PRD-412;5;9.900,00;0;Telefónico;Entregado
OP-10095;26/06/2026;VEN-02;CLI-1013;PRD-204;7;12.300,00;0;Telefónico;Entregado
OP-10107;26/06/2026;VEN-03;CLI-1002;PRD-091;3;4.980,00;0;WhatsApp;Entregado
OP-10143;26/06/2026;VEN-06;CLI-1050;PRD-091;7;4.980,00;0;E-commerce;Pendiente
OP-10162;26/06/2026;VEN-06;CLI-1050;PRD-091;4;4.980,00;0;E-commerce;Entregado
OP-10179;26/06/2026;VEN-01;CLI-1007;PRD-118;-8;8.450,00;3;Preventa;Entreg.
OP-10189;26/06/2026;VEN-04;CLI-1036;PRD-091;10;4.980,00;3;Telefónico;Pendiente
OP-10197;26/06/2026;VEN-03;CLI-1019;PRD-330;7;6.700,00;0;Preventa;Entregado
OP-10198;26/06/2026;VEN-05;CLI-1015;PRD-412;6;9.900,00;0;WhatsApp;Entregado
OP-10211;26/06/2026;VEN-03;CLI-1019;PRD-330;21;6.700,00;6;Preventa;Entregado
OP-10245;2026-06-26;VEN-04;CLI-1021;PRD-204;2;12.300,00;;WhatsApp;Pendiente
OP-10251;26/06/2026;VEN-07;CLI-1036;PRD-091;7;4.980,00;0;WhatsApp;Entregado
OP-10274;2026-06-26;VEN-05;CLI-1027;PRD-204;6;12.300,00;0;Preventa;Anulado
OP-10282;26/06/2026;VEN-03;CLI-1019;PRD-204;5;12.300,00;0;Preventa;Pendiente
OP-10314;26/06/2026;VEN-01;CLI-1007;PRD-118;8;8.450,00;0;Preventa;Entregado
OP-10331;26/06/2026;VEN-05;CLI-1015;PRD-204;2;12.300,00;0;Preventa;Entregado
OP-10361;26/06/2026;VEN-05;CLI-1027;PRD-204;21;12.300,00;;WhatsApp;Entregado
OP-10364;2026-06-26;VEN-03;CLI-1032;PRD-091;15;4.980,00;2;Preventa;Entregado
OP-10380;26/06/2026;VEN-03;CLI-1032;PRD-118;1;8.450,00;0;WhatsApp;Entregado
OP-10050;29/06/2026;VEN-05;CLI-1008;PRD-204;7;12.300,00;0;Preventa;Entregado
OP-10052;29/06/2026;VEN-03;CLI-1019;PRD-118;3;8.450,00;0;Preventa;Entregado
OP-10072;29/06/2026;VEN-05;CLI-1015;PRD-330;3;6.700,00;0;Telefónico;Entregado
OP-10079;29/06/2026;VEN-04;CLI-1021;PRD-091;8;4.980,00;4;Preventa;Entregado
OP-10080;29/06/2026;VEN-02;CLI-1013;PRD-091;4;4.980,00;0;WhatsApp;Entregado
OP-10106;29/06/2026;VEN-02;CLI-1027;PRD-330;1;6.700,00;0;Telefónico;Entregado
OP-10144;29/06/2026;VEN-03;CLI-1007;PRD-412;10;9.900,00;3;Telefónico;Entregado
OP-10147;29/06/2026;VEN-03;CLI-1002;PRD-118;4;8.450,00;0;Preventa;Entregado
OP-10161;29/06/2026;VEN-05;CLI-1008;PRD-118;39;8.450,00;6;Preventa;Entregado
OP-10193;29/06/2026;VEN-07;CLI-1007;PRD-204;2;12.300,00;0;Preventa;Entregado
OP-10204;29/06/2026;VEN-01;CLI-1002;PRD-330;5;6.700,00;0;Preventa;Entregado
OP-10216;29/06/2026;VEN-04;CLI-1036;PRD-204;6;12.300,00;;Preventa;Entregado
OP-10220;29/06/2026;VEN-07;CLI-1015;PRD-118;3;8.450,00;0;Telefónico;Entregado
OP-10248;29/06/2026;VEN-03;CLI-1002;PRD-091;4;4.980,00;0;Preventa;Entregado
OP-10255;29/06/2026;VEN-03;CLI-1032;PRD-091;4;4.980,00;0;Preventa;Entregado
OP-10265;29/06/2026;VEN-06;CLI-1050;PRD-204;8;12.300,00;0;E-commerce;Entregado
OP-10304;29/06/2026;VEN-03;CLI-1002;PRD-204;8;12.300,00;0;Preventa;Entregado
OP-10327;29/06/2026;VEN-01;CLI-1050;PRD-118;4;8.450,00;0;E-commerce;Entregado
OP-10360;29/06/2026;VEN-05;CLI-1015;PRD-330;9;6.700,00;0;Preventa;ENTREGADO
OP-10382;29/06/2026;VEN-06;CLI-1050;PRD-204;9;12.300,00;;WhatsApp;ENTREGADO
OP-10408;29/06/2026;VEN-03;CLI-1032;PRD-412;7;9.900,00;0;Telefónico;Entregado
OP-10417;29/06/2026;VEN-06;CLI-1050;PRD-412;9;9.900,00;0;E-commerce;Entregado
OP-10043;30/06/2026;VEN-01;CLI-1002;PRD-204;9;12.300,00;0;Preventa;Entregado
OP-10055;30/06/2026;VEN-02;CLI-1013;PRD-091;6;4.980,00;;Preventa;Entregado
OP-10099;30/06/2026;VEN-02;CLI-1013;PRD-330;3;6.700,00;0;Preventa;Entregado
OP-10159;30/06/2026;VEN-01;CLI-1007;PRD-330;6;6.700,00;0;Preventa;Entregado
OP-10176;30/06/2026;VEN-06;CLI-1050;PRD-204;4;12.300,00;0;E-commerce;Entregado
OP-10185;30/06/2026;VEN-02;CLI-1013;PRD-412;2;9.900,00;0;Preventa;Entregado
OP-10199;30/06/2026;VEN-04;CLI-1036;PRD-330;11;6.700,00;11;Telefónico;entregado
OP-10243;30/06/2026;VEN-02;CLI-1013;PRD-412;33;9.900,00;6;Telefónico;Entregado
OP-10244;30/06/2026;VEN-03;CLI-1019;PRD-204;8;12.300,00;0;Telefónico;Entregado
OP-10264;30/06/2026;VEN-03;CLI-1007;PRD-204;11;12.300,00;3;Telefónico;Entreg.
OP-10286;30/06/2026;VEN-02;CLI-1013;PRD-091;1;4.980,00;0;WhatsApp;Entregado
OP-10322;30/06/2026;VEN-04;CLI-1021;PRD-330;7;6.700,00;0;WhatsApp;Entregado
OP-10357;30/06/2026;VEN-03;CLI-1007;PRD-204;5;12.300,00;0;WhatsApp;Entregado
OP-10359;30/06/2026;VEN-05;CLI-1015;PRD-118;1;8.450,00;0;Preventa;Entregado
